Year,Sem,,College,Dept,Num,Section,Instructor,Course Name,Course Level,Total # Students,# Responses,Response Rate,Hrs Per Week,Interest in student learning,Clearly explain course requirements,Clear learning objectives & goals,Instructor provides feedback to students to improve,Demonstrate importance of subject matter,Explains subject matter of course,Show respect for all students,Overall teaching rate,,Overall course rate
2019,Fall,,Heinz College,HC,94707,B1,"LIGHTMAN, ARI",DATA FOCUSED MRKTG,Graduate,38,33,86.8%,6.73,3.48,3.09,3.09,3.27,3.76,3.12,3.76,3.21,,3.00
2019,Fall,,Heinz College,HC,94707,A1,"LIGHTMAN, ARI",DATA FOCUSED MRKTG,Graduate,38,35,92.1%,7.23,4.26,3.69,3.66,3.71,3.89,3.37,4.69,3.46,,3.29
2019,Fall,,Heinz College,HC,94718,O2,"BODYCOAT, MARILYN",STRATG PRESENTN SKLS,Graduate,11,5,45.5%,8.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,,5.00
2019,Fall,,Heinz College,HC,94718,L2,"GRIGGS, DAVID",STRATG PRESENTN SKLS,Graduate,12,5,41.7%,7.40,4.60,4.80,4.60,4.60,4.50,4.60,4.80,4.40,,4.40
2019,Fall,,Heinz College,HC,94718,K2,"BODYCOAT, MARILYN",STRATG PRESENTN SKLS,Graduate,11,1,9.1%,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,,5.00
2019,Fall,,Heinz College,HC,94718,M2,"BODYCOAT, MARILYN",STRATG PRESENTN SKLS,Graduate,9,4,44.4%,3.50,4.75,5.00,5.00,5.00,4.75,4.75,5.00,5.00,,4.75
2019,Fall,,Heinz College,HC,94718,N2,"GRIGGS, DAVID",STRATG PRESENTN SKLS,Graduate,9,7,77.8%,8.00,4.71,4.86,5.00,4.71,5.00,5.00,5.00,4.86,,5.00
2019,Fall,,Heinz College,HC,94718,P2,"GRIGGS, DAVID",STRATG PRESENTN SKLS,Graduate,13,10,76.9%,7.10,4.70,4.50,4.70,4.70,4.80,4.70,4.70,4.70,,4.60
2019,Fall,,Heinz College,HC,94774,A2,"MOORE, KARYN",BUSINESS PROCESS MDL,Graduate,29,15,51.7%,11.06,4.69,4.69,4.63,4.25,4.56,4.56,4.81,4.50,,4.38
2019,Fall,,Heinz College,HC,94800,C1,"MOYA, LINDA",NEGOTIATION,Graduate,31,16,51.6%,7.25,4.63,4.63,4.56,4.25,4.63,4.63,4.81,4.56,,4.44
2019,Fall,,Heinz College,HC,94800,D2,"MOYA, LINDA",NEGOTIATION,Graduate,34,19,55.9%,5.79,4.42,4.63,4.47,4.32,4.68,4.58,4.74,4.53,,4.47
2019,Fall,,Heinz College,HC,94800,A1,"MOYA, LINDA",NEGOTIATION,Graduate,30,12,40.0%,7.50,4.92,4.75,4.92,4.50,4.83,4.92,4.92,4.83,,4.83
2019,Fall,,Heinz College,HC,94800,B2,"MOYA, LINDA",NEGOTIATION,Graduate,34,25,73.5%,6.08,4.36,4.36,4.52,3.84,4.60,4.44,4.64,4.24,,4.44
2019,Fall,,Heinz College,HC,94801,B2,"MURPHY, SANDRA",ACTING FOR MANGEMNT,Graduate,14,11,78.6%,6.09,5.00,4.73,4.82,4.91,4.82,4.82,4.91,4.91,,4.82
2019,Fall,,Heinz College,HC,94801,A1,"MURPHY, SANDRA",ACTING FOR MANGEMNT,Graduate,14,13,92.9%,5.46,4.85,4.62,4.69,4.85,4.85,4.85,4.69,4.85,,4.92
2019,Fall,,Heinz College,HC,94802,A,"KURLAND, KRISTEN",GEOGRPHC INFO SYSTEM,Graduate,32,25,78.1%,9.32,4.16,4.48,4.50,3.92,4.71,4.08,4.52,4.20,,4.32
2019,Fall,,Heinz College,HC,94802,B,"QIAN, SEAN",GEOGRPHC INFO SYSTEM,Graduate,9,6,66.7%,9.50,4.83,4.50,4.67,4.67,5.00,4.67,5.00,4.50,,4.50
2019,Fall,,Heinz College,HC,94803,A1,"LABASH, STEFAN",CONSULTNG LAB,Graduate,24,16,66.7%,9.38,4.38,4.25,4.19,4.13,4.31,4.13,4.56,4.19,,4.13
2019,Fall,,Heinz College,HC,94806,A1,"CONNELL, ANNE",PRIVACY DIGITAL AGE,Graduate,34,17,50.0%,7.53,4.65,3.12,3.71,3.88,4.82,4.12,4.65,3.76,,3.65
2019,Fall,,Heinz College,HC,94808,A,"BRUSSALIS, CHRIS",MANAGEMENT CONSLTG,Graduate,26,20,76.9%,8.15,4.55,4.40,4.45,4.25,4.55,4.47,4.68,4.50,,4.40
2019,Fall,,Heinz College,HC,94811,A1,"ZAK, TIMOTHY",STRATEGY DEVELOPMENT,Graduate,20,9,45.0%,8.00,4.11,3.67,4.11,3.00,4.56,4.33,4.33,4.00,,3.44
2019,Fall,,Heinz College,HC,94811,B2,"ZAK, TIMOTHY",STRATEGY DEVELOPMENT,Graduate,24,10,41.7%,6.80,3.70,4.00,3.70,3.30,4.10,4.40,4.60,3.90,,3.60
2019,Fall,,Heinz College,HC,94813,B1,"SYNNOTT, LAURA",PROJECT MANAGEMENT,Graduate,19,18,94.7%,7.33,4.61,4.89,4.83,4.22,4.83,4.72,4.83,4.78,,4.67
2019,Fall,,Heinz College,HC,94813,A1,"SYNNOTT, LAURA",PROJECT MANAGEMENT,Graduate,14,14,100.0%,8.00,4.50,4.64,4.43,4.21,4.50,4.43,4.71,4.50,,4.43
2019,Fall,,Heinz College,HC,94813,K1,"MIRIYAGALLA, DANURA",PROJECT MANAGEMENT,Graduate,22,13,59.1%,7.77,4.38,4.08,4.08,4.31,4.38,4.23,4.62,4.31,,4.23
2019,Fall,,Heinz College,HC,94813,C1,"SYNNOTT, LAURA",PROJECT MANAGEMENT,Graduate,14,12,85.7%,8.75,4.92,4.42,4.92,4.08,4.83,4.75,5.00,4.83,,4.83
2019,Fall,,Heinz College,HC,94814,A2,"ROUSSEAU, DENISE",EVIDENCE-BASED MANGM,Graduate,38,25,65.8%,6.56,4.84,4.60,4.64,4.36,4.68,4.60,4.96,4.40,,4.28
2019,Fall,,Heinz College,HC,94824,A1,"HANNIGAN, MATTHEW",CRTG RESLTS ORNT PRG,Graduate,8,4,50.0%,8.00,5.00,5.00,5.00,4.75,4.75,4.75,5.00,4.50,,4.50
2019,Fall,,Heinz College,HC,94828,A1,"BRIDGES, MICHAEL",SURVEY DESIGN,Graduate,35,28,80.0%,5.21,4.75,4.43,4.43,4.61,4.54,4.50,4.86,4.61,,4.32
2019,Fall,,Heinz College,HC,94831,A,"HUGHES, KRISTIN",DESIGN CENTER: DTSI,Graduate,4,2,50.0%,11.00,4.00,2.50,3.00,3.50,4.00,3.00,4.00,3.50,,2.50
2019,Fall,,Heinz College,HC,94831,A,"ZAK, TIMOTHY",DESIGN CENTER: DTSI,Graduate,4,2,50.0%,11.00,3.50,2.50,3.00,3.00,3.50,2.50,4.00,3.00,,2.50
2019,Fall,,Heinz College,HC,94832,B2,"LI, BEIBEI",BUSN INTLG DTA MNG,Graduate,35,22,62.9%,7.59,4.14,4.23,4.14,3.55,4.59,4.05,4.73,3.86,,3.59
2019,Fall,,Heinz College,HC,94832,A2,"LI, BEIBEI",BUSN INTLG DTA MNG,Graduate,29,20,69.0%,7.25,3.80,3.70,3.85,3.35,3.95,3.70,4.35,3.60,,3.40
2019,Fall,,Heinz College,HC,94834,C2,"SEVERNINI, EDSON",APPL ECONOMETRICS I,Graduate,36,28,77.8%,9.43,4.54,4.43,4.41,4.15,4.56,4.39,4.79,4.25,,4.21
2019,Fall,,Heinz College,HC,94834,D2,"SEVERNINI, EDSON",APPL ECONOMETRICS I,Graduate,40,27,67.5%,8.89,4.37,4.35,4.41,4.00,4.52,4.41,4.74,4.37,,4.22
2019,Fall,,Heinz College,HC,94834,B2,"SEVERNINI, EDSON",APPL ECONOMETRICS I,Graduate,33,28,84.8%,9.18,4.18,4.18,4.04,3.75,4.29,4.11,4.71,4.04,,4.00
2019,Fall,,Heinz College,HC,94834,A1,"SEVERNINI, EDSON",APPL ECONOMETRICS I,Graduate,35,27,77.1%,10.22,4.59,4.44,4.52,4.04,4.67,4.44,4.78,4.48,,4.22
2019,Fall,,Heinz College,HC,94842,Z2,"COIS, CONSTANTINE",PROGRMG R ANALYTICS,Graduate,26,8,30.8%,15.88,4.50,4.63,4.63,3.75,4.63,4.63,4.75,4.13,,4.25
2019,Fall,,Heinz College,HC,94842,B2,"CHOULDECHOVA, ALEXANDRA",PROGRMG R ANALYTICS,Graduate,39,22,56.4%,10.43,4.09,4.18,4.18,3.82,4.27,4.24,4.67,4.14,,3.95
2019,Fall,,Heinz College,HC,94842,K2,"ZDZIARSKI, ZBIGNIEW",PROGRMG R ANALYTICS,Graduate,21,13,61.9%,8.92,4.31,4.15,4.08,3.85,4.08,4.31,4.38,3.92,,4.00
2019,Fall,,Heinz College,HC,94842,A2,"SIMKO, MICHAEL",PROGRMG R ANALYTICS,Graduate,23,12,52.2%,6.75,4.58,4.25,4.42,4.42,4.17,4.25,4.83,4.33,,4.00
2019,Fall,,Heinz College,HC,94842,C2,"CHOULDECHOVA, ALEXANDRA",PROGRMG R ANALYTICS,Graduate,40,26,65.0%,8.92,4.31,4.15,4.35,3.81,4.28,4.27,4.85,4.15,,4.19
2019,Fall,,Heinz College,HC,94845,A2,"QIAN, SEAN",GROWTH INTELLG TRANS,Graduate,16,9,56.3%,7.25,4.56,4.78,4.67,4.57,4.89,4.89,4.78,4.78,,4.33
2019,Fall,,Heinz College,HC,94854,A2,"LASSMAN, DAVID",DEV AS A LEADER,Graduate,26,25,96.2%,6.08,4.68,4.60,4.52,4.60,4.72,4.60,4.80,4.60,,4.44
2019,Fall,,Heinz College,HC,94861,A1,"CHOWDHURY, SUMIT",SMART CITY,Graduate,9,8,88.9%,10.75,4.38,3.88,3.88,4.25,4.88,4.50,4.75,4.38,,4.25
2019,Fall,,Heinz College,HC,94866,A1,"ZAK, TIMOTHY",DESIGN THINKING,Graduate,17,10,58.8%,5.60,3.80,3.60,3.70,3.90,4.00,4.10,3.90,3.90,,3.90
2019,Fall,,Heinz College,HC,94866,K1,"AUSTIN, STUART",DESIGN THINKING,Graduate,13,12,92.3%,12.25,4.58,3.67,4.17,4.42,4.50,4.33,4.75,4.17,,4.17
2019,Fall,,Heinz College,HC,94870,A1,"GORANSON, CHRISTOPHER",TELL STORIES W DATA,Graduate,27,23,85.2%,9.09,4.87,4.48,4.70,4.61,4.83,4.78,4.96,4.83,,4.83
2019,Fall,,Heinz College,HC,94870,B2,"GORANSON, CHRISTOPHER",TELL STORIES W DATA,Graduate,26,22,84.6%,9.91,4.73,4.41,4.55,4.73,4.82,4.50,4.82,4.77,,4.59
2019,Fall,,Heinz College,HC,94874,A1,"BOSCH GOMEZ, Sofia",DES THINKING:SYSTEMS,Graduate,7,7,100.0%,6.71,4.86,4.71,4.57,4.43,5.00,5.00,5.00,4.71,,5.00
2019,Fall,,Heinz College,HC,94878,1,"DANKS, DAVID","AI, SOC HUMANITY",Graduate,8,2,25.0%,8.00,4.50,4.00,4.00,4.50,4.50,4.50,5.00,4.50,,4.50
2019,Fall,,Heinz College,HC,94878,A,"DANKS, DAVID","AI, SOC HUMANITY",Graduate,8,2,25.0%,8.00,5.00,4.00,4.00,4.50,5.00,5.00,5.00,4.50,,4.50
2019,Fall,,Heinz College,HC,94880,A1,"ARNOLD, GEOFFREY",R SHINY OPERTNS MGMT,Graduate,22,17,77.3%,9.65,4.24,3.82,4.24,3.65,4.59,3.94,4.41,4.06,,4.00
2019,Fall,,Heinz College,HC,94881,A1,"STEIER, DAVID",MANAG ANA PRJTS,Graduate,14,13,92.9%,6.38,4.38,4.31,4.31,4.31,4.54,4.46,4.85,4.31,,4.08
2019,Fall,,Heinz College,HC,94883,A1,"APPLE, REBEKAH",APPLIED ETHICAL ANA,Graduate,7,6,85.7%,5.50,5.00,4.50,4.50,4.83,5.00,4.83,5.00,4.83,,4.67
2019,Fall,,Heinz College,HC,94885,A2,"ZAK, TIMOTHY",PRECISION MEDICINE,Graduate,26,13,50.0%,6.62,4.54,4.77,4.69,3.50,4.69,4.46,4.85,4.38,,4.46
2019,Fall,,Heinz College,HC,94886,A2,"MORROW, JENNIFER",ADV ROBT PROC AUTMN,Graduate,9,7,77.8%,7.14,4.57,4.14,4.00,4.43,4.86,4.43,4.71,4.43,,4.14
2019,Fall,,Heinz College,HC,94886,A2,"HONIG, LARRY",ADV ROBT PROC AUTMN,Graduate,9,7,77.8%,7.14,4.71,4.00,4.00,4.29,4.57,4.29,4.86,4.43,,4.14
2019,Fall,,Heinz College,HC,94888,K2,"HILL, EVAN",STRGC FORESGTNG,Graduate,8,6,75.0%,9.67,4.00,4.17,4.17,4.00,4.00,4.17,4.83,4.17,,4.17
2019,Fall,,Heinz College,HC,94899,A,"JORDAN, JAMES",APPRENTICESHIP,Graduate,3,2,66.7%,3.50,5.00,5.00,4.00,5.00,5.00,5.00,5.00,5.00,,5.00
2019,Fall,, School of Computer Science,HCI,05291,A,"LOUW, MARTI",LRNG MEDIA DESIGN,Undergraduate,5,2,40.0%,8.00,4.50,4.00,4.00,4.50,4.50,4.50,4.50,4.50,,4.00
2019,Fall,, School of Computer Science,HCI,05300,A,"ALEVEN, VINCENT",HCI UG PRO SEM,Undergraduate,5,4,80.0%,2.00,4.75,4.75,4.50,5.00,5.00,5.00,5.00,4.75,,5.00
2019,Fall,, School of Computer Science,HCI,05318,A,"KERY, Mary Beth",HUMAN AI INT,Undergraduate,21,8,38.1%,8.00,4.75,3.13,4.25,3.75,4.13,3.75,5.00,4.00,,3.75
2019,Fall,, School of Computer Science,HCI,05318,A,"KULKARNI, CHINMAY",HUMAN AI INT,Undergraduate,21,8,38.1%,8.38,4.50,3.38,3.75,3.50,4.38,3.88,4.88,3.88,,3.75
2019,Fall,, School of Computer Science,HCI,05333,A,"HUDSON, SCOTT",GADG SENS & ACTV REC,Undergraduate,12,3,25.0%,6.00,4.00,3.67,4.33,3.00,4.33,4.33,4.33,4.00,,4.00
2019,Fall,, School of Computer Science,HCI,05391,A,"HARRISON, CHRISTOPHER",DES HUMN CENTRD SFTW,Undergraduate,54,34,63.0%,8.18,4.76,4.76,4.79,4.50,4.88,4.91,4.70,4.79,,4.65
2019,Fall,, School of Computer Science,HCI,05392,A,"PANGARO, PAUL",INTERACTN DESGN OVRV,Undergraduate,25,19,76.0%,8.16,4.68,4.32,4.47,4.50,4.68,4.42,4.74,4.42,,4.00
2019,Fall,, School of Computer Science,HCI,05392,B,"KORNBLUM, KAREN",INTERACTN DESGN OVRV,Undergraduate,19,15,78.9%,7.40,4.60,4.13,4.27,4.53,4.67,3.80,4.80,4.33,,4.33
2019,Fall,, School of Computer Science,HCI,05392,A,"KORNBLUM, KAREN",INTERACTN DESGN OVRV,Undergraduate,25,19,76.0%,8.32,4.63,3.79,4.26,4.11,4.53,4.05,4.47,4.00,,4.11
2019,Fall,, School of Computer Science,HCI,05392,B,"ORTEGA PALLANEZ, Marysol",INTERACTN DESGN OVRV,Undergraduate,19,15,78.9%,7.36,4.57,4.21,4.43,4.71,4.43,4.21,4.86,4.36,,4.43
2019,Fall,, School of Computer Science,HCI,05410,1,"MUSURACA, RAELIN",USER-CN RSRCH EVALN,Undergraduate,27,14,51.9%,11.86,3.79,3.21,3.64,3.43,4.29,3.79,4.57,3.79,,3.57
2019,Fall,, School of Computer Science,HCI,05410,1,"SMITH, CAROL",USER-CN RSRCH EVALN,Undergraduate,27,14,51.9%,12.38,3.85,3.15,3.69,3.46,4.23,3.62,4.77,3.77,,3.62
2019,Fall,, School of Computer Science,HCI,05413,A,"DABBISH, LAURA",HUMAN FACTORS,Undergraduate,19,13,68.4%,7.54,4.85,4.85,4.85,4.69,4.85,4.92,4.92,4.69,,4.77
2019,Fall,, School of Computer Science,HCI,05430,1,"HONG, JASON",PRGMG USABLE INTFCE,Undergraduate,37,18,48.6%,11.22,4.78,4.72,4.67,4.33,4.72,4.67,4.61,4.72,,4.50
2019,Fall,, School of Computer Science,HCI,05432,A,"ALEVEN, VINCENT",PERSONL ONLN LEARNG,Undergraduate,8,3,37.5%,13.00,4.67,5.00,4.67,4.67,4.67,4.33,5.00,4.33,,4.33
2019,Fall,, School of Computer Science,HCI,05434,A,"ROSE, CAROLYN",APPLD MACHINE LEARNG,Undergraduate,7,1,14.3%,8.00,4.00,3.00,4.00,3.00,4.00,3.00,3.00,3.00,,3.00
2019,Fall,, School of Computer Science,HCI,05438,A,"OGAN, AMY",RLE TCH LRNG 21ST CN,Undergraduate,22,10,45.5%,7.10,4.80,4.60,4.90,4.20,4.90,5.00,5.00,4.90,,4.60
2019,Fall,, School of Computer Science,HCI,05452,A,"FORLIZZI, JODI",SERVICE DESIGN,Undergraduate,18,5,27.8%,8.00,4.20,4.40,4.20,4.40,4.20,4.00,4.40,4.20,,4.20
2019,Fall,, School of Computer Science,HCI,05452,A,"ZIMMERMAN, JOHN",SERVICE DESIGN,Undergraduate,18,5,27.8%,8.00,4.20,4.40,4.40,4.40,4.00,4.20,4.40,4.20,,4.00
2019,Fall,, School of Computer Science,HCI,05470,A,"MUSURACA, RAELIN",DGTL SRV INNVTN,Undergraduate,14,5,35.7%,7.40,4.60,4.20,4.20,4.40,4.60,4.60,5.00,4.20,,4.20
2019,Fall,, School of Computer Science,HCI,05470,A,"MORRIS, JAMES",DGTL SRV INNVTN,Undergraduate,14,5,35.7%,7.40,4.00,3.80,3.60,4.20,4.20,3.60,4.00,4.20,,4.20
2019,Fall,, School of Computer Science,HCI,05499,C,"HAMMER, JESSICA",SP TPC IN HCI,Undergraduate,8,7,87.5%,8.86,4.86,4.57,4.57,4.86,4.57,4.29,4.86,4.86,,4.29
2019,Fall,, School of Computer Science,HCI,05499,D,"KAUFMAN, GEOFF",SP TPC IN HCI,Undergraduate,23,8,34.8%,9.88,4.75,4.63,4.63,4.75,4.50,4.63,5.00,4.88,,4.75
2019,Fall,, School of Computer Science,HCI,05499,A,"PERER, ADAM",SP TPC IN HCI,Undergraduate,13,5,38.5%,9.20,4.60,4.60,4.60,4.40,4.60,4.40,4.80,4.60,,4.40
2019,Fall,, School of Computer Science,HCI,05499,E,"YAO, LINING",SP TPC IN HCI,Undergraduate,13,4,30.8%,5.75,4.50,4.50,4.50,4.50,4.75,4.25,5.00,4.50,,4.50
2019,Fall,, School of Computer Science,HCI,05610,1,"MUSURACA, RAELIN",USER-CN RSRCH EVALN,Graduate,62,29,46.8%,12.18,4.46,3.50,3.89,3.89,4.64,4.14,4.71,4.07,,3.50
2019,Fall,, School of Computer Science,HCI,05610,1,"SMITH, CAROL",USER-CN RSRCH EVALN,Graduate,62,29,46.8%,11.75,3.79,3.00,3.18,3.11,3.61,3.46,4.25,3.18,,3.39
2019,Fall,, School of Computer Science,HCI,05618,A,"KULKARNI, CHINMAY",HUMAN AI INT,Graduate,18,7,38.9%,11.00,4.86,4.43,4.14,4.43,4.71,4.57,4.86,4.57,,4.57
2019,Fall,, School of Computer Science,HCI,05618,A,"KERY, Mary Beth",HUMAN AI INT,Graduate,18,7,38.9%,10.57,4.86,4.57,4.57,4.57,4.86,4.86,5.00,4.71,,4.71
2019,Fall,, School of Computer Science,HCI,05630,1,"HONG, JASON",PRGMG USABLE INTFCE,Graduate,62,33,53.2%,11.39,4.64,4.64,4.76,4.09,4.76,4.64,4.76,4.82,,4.33
2019,Fall,, School of Computer Science,HCI,05651,A,"KORNBLUM, KAREN",INRCTN DESG STUDIO 1,Graduate,31,26,83.9%,10.88,4.96,4.73,4.81,4.96,5.00,4.92,4.96,4.96,,4.81
2019,Fall,, School of Computer Science,HCI,05651,A,"PANGARO, PAUL",INRCTN DESG STUDIO 1,Graduate,31,26,83.9%,10.77,4.81,4.62,4.69,4.62,4.88,4.81,4.88,4.69,,4.85
2019,Fall,, School of Computer Science,HCI,05651,C,"SHELLY, SKIP",INRCTN DESG STUDIO 1,Graduate,40,18,45.0%,11.17,4.89,4.22,4.56,4.06,4.56,4.50,4.72,4.56,,4.28
2019,Fall,, School of Computer Science,HCI,05651,C,"COURT, MATTHEW",INRCTN DESG STUDIO 1,Graduate,40,18,45.0%,11.17,4.39,3.94,3.89,3.78,4.22,4.06,4.56,4.00,,4.11
2019,Fall,, School of Computer Science,HCI,05651,B,"SHELLY, SKIP",INRCTN DESG STUDIO 1,Graduate,40,28,70.0%,11.14,4.71,3.93,4.36,4.14,4.64,4.46,4.39,4.36,,4.46
2019,Fall,, School of Computer Science,HCI,05651,B,"PANGARO, PAUL",INRCTN DESG STUDIO 1,Graduate,40,28,70.0%,11.14,4.61,4.25,4.32,4.07,4.46,4.50,4.68,4.39,,4.57
2019,Fall,, School of Computer Science,HCI,05652,A,"ZIMMERMAN, JOHN",SERVICE DESIGN,Graduate,39,14,35.9%,8.43,3.64,3.29,3.36,4.29,3.71,3.64,4.07,3.79,,3.29
2019,Fall,, School of Computer Science,HCI,05652,A,"FORLIZZI, JODI",SERVICE DESIGN,Graduate,39,14,35.9%,8.71,3.86,3.57,3.50,3.86,3.79,3.71,4.50,3.79,,3.57
2019,Fall,, School of Computer Science,HCI,05670,A,"MORRIS, JAMES",DGTL SRV INNVTN,Graduate,9,4,44.4%,9.50,4.25,3.75,4.00,4.00,3.75,3.75,4.50,4.00,,3.50
2019,Fall,, School of Computer Science,HCI,05670,A,"MUSURACA, RAELIN",DGTL SRV INNVTN,Graduate,9,4,44.4%,9.50,4.75,4.00,4.25,4.75,4.50,4.50,5.00,4.50,,4.25
2019,Fall,, School of Computer Science,HCI,05691,A,"LOUW, MARTI",LRNG MEDIA DESIGN,Graduate,16,11,68.8%,15.64,4.91,4.91,4.91,4.91,4.82,4.91,4.91,4.91,,4.91
2019,Fall,, School of Computer Science,HCI,05692,A,"KORNBLUM, KAREN",INTERACTN DESGN OVRV,Graduate,15,14,93.3%,7.79,3.93,3.36,3.43,3.50,3.86,3.57,4.43,3.64,,3.29
2019,Fall,, School of Computer Science,HCI,05692,B,"KORNBLUM, KAREN",INTERACTN DESGN OVRV,Graduate,16,13,81.3%,8.92,4.38,4.23,4.31,4.08,4.31,4.31,4.54,4.31,,4.23
2019,Fall,, School of Computer Science,HCI,05692,A,"PANGARO, PAUL",INTERACTN DESGN OVRV,Graduate,15,14,93.3%,7.57,4.14,3.86,3.71,3.93,4.14,3.79,4.64,3.86,,3.50
2019,Fall,, School of Computer Science,HCI,05692,B,"ORTEGA PALLANEZ, Marysol",INTERACTN DESGN OVRV,Graduate,16,13,81.3%,8.75,4.33,4.42,4.25,4.50,4.17,4.33,4.67,4.50,,4.25
2019,Fall,, School of Computer Science,HCI,05771,A,"KITTUR, ANIKET",HCI PROCESS & THEORY,Graduate,6,4,66.7%,8.00,5.00,4.75,5.00,4.75,5.00,5.00,5.00,4.75,,4.75
2019,Fall,, School of Computer Science,HCI,05813,A,"DABBISH, LAURA",HUMAN FACTORS,Graduate,7,2,28.6%,9.50,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,,5.00
2019,Fall,, School of Computer Science,HCI,05816,A,"DABBISH, LAURA",APPLD RESRCH METHDS,Graduate,7,6,85.7%,9.50,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,,4.83
2019,Fall,, School of Computer Science,HCI,05823,A,"KOEDINGER, KENNETH",E-LEARN DSGN PRNCPLS,Graduate,19,9,47.4%,9.67,4.44,4.11,4.33,4.22,4.78,4.11,4.78,3.89,,4.11
2019,Fall,, School of Computer Science,HCI,05832,A,"ALEVEN, VINCENT",PERSONL ONLN LEARNG,Graduate,13,7,53.8%,12.71,4.86,4.86,4.71,4.86,4.86,4.57,5.00,4.86,,4.71
2019,Fall,, School of Computer Science,HCI,05833,A,"HUDSON, SCOTT",GADG SENS & ACTV REC,Graduate,20,15,75.0%,9.20,4.27,4.27,4.13,3.93,4.43,4.20,4.80,4.20,,4.33
2019,Fall,, School of Computer Science,HCI,05834,A,"ROSE, CAROLYN",APPLD MACHINE LEARNG,Graduate,43,22,51.2%,8.95,4.45,4.55,4.50,4.05,4.64,4.45,4.64,4.41,,4.36
2019,Fall,, School of Computer Science,HCI,05838,A,"OGAN, AMY",RL TCH LRNG 21ST CNY,Graduate,7,3,42.9%,10.00,5.00,4.67,5.00,4.33,5.00,5.00,5.00,5.00,,4.33
2019,Fall,, School of Computer Science,HCI,05839,A,"STAMPER, JOHN",INTERACTIVE DATA SCI,Graduate,82,33,40.2%,7.53,4.00,3.91,3.94,3.50,3.75,3.75,4.56,3.72,,3.66
2019,Fall,, School of Computer Science,HCI,05839,A,"HARPSTEAD, ERIK",INTERACTIVE DATA SCI,Graduate,82,33,40.2%,7.36,3.91,3.82,3.72,3.31,3.91,3.88,4.70,3.73,,3.59
2019,Fall,, School of Computer Science,HCI,05863,A2,"MUSURACA, RAELIN",INTRO HCI TECH EXECS,Graduate,16,8,50.0%,10.38,4.50,4.50,4.50,3.88,4.13,4.50,4.63,4.25,,4.00
2019,Fall,, School of Computer Science,HCI,05891,A,"HARRISON, CHRISTOPHER",DES HUMAN CENTR SFTW,Graduate,9,8,88.9%,10.25,4.88,4.50,4.38,3.88,4.75,4.63,4.63,4.75,,4.63
2019,Fall,, School of Computer Science,HCI,05897,A,"STEVENS, SCOTT",SPEC TOPICS IN HCI,Graduate,2,1,50.0%,5.00,5.00,3.00,3.00,5.00,3.00,3.00,5.00,4.00,,4.00
2019,Fall,, School of Computer Science,HCI,05897,A,"KLUG, GERARD",SPEC TOPICS IN HCI,Graduate,2,1,50.0%,5.00,5.00,3.00,4.00,5.00,3.00,4.00,5.00,5.00,,4.00
2019,Fall,, School of Computer Science,HCI,05899,C,"HAMMER, JESSICA",SPECIAL TPCS IN HCI,Graduate,18,9,50.0%,9.00,4.67,4.56,4.56,4.67,4.67,4.67,4.89,4.78,,4.44
2019,Fall,, School of Computer Science,HCI,05899,D,"KAUFMAN, GEOFF",SPECIAL TPCS IN HCI,Graduate,38,20,52.6%,8.45,4.90,4.95,4.85,4.90,4.85,5.00,5.00,4.95,,4.90
2019,Fall,, School of Computer Science,HCI,05899,E,"YAO, LINING",SPECIAL TPCS IN HCI,Graduate,11,7,63.6%,6.29,4.14,3.43,3.71,3.43,4.57,4.57,4.71,4.14,,4.14
2019,Fall,, School of Computer Science,HCI,05899,A,"PERER, ADAM",SPECIAL TPCS IN HCI,Graduate,23,9,39.1%,6.33,4.78,4.67,4.67,4.22,4.78,4.67,4.89,4.44,,4.56
2019,Fall,, Dietrich College of Humanities and Social Sciences,HIS,79104,2,"LAW, RICKY",GLOBAL HISTORIES,Undergraduate,203,136,67.0%,7.20,4.71,4.64,4.67,4.04,4.75,4.64,4.72,4.61,,4.38
2019,Fall,, Dietrich College of Humanities and Social Sciences,HIS,79104,X,"NAIR, DEEPA",GLOBAL HISTORIES,Undergraduate,20,12,60.0%,9.25,5.00,4.58,4.58,4.75,4.91,4.67,5.00,4.83,,4.75
2019,Fall,, Dietrich College of Humanities and Social Sciences,HIS,79104,1,"LAW, RICKY",GLOBAL HISTORIES,Undergraduate,189,125,66.1%,6.74,4.70,4.66,4.63,4.19,4.69,4.69,4.83,4.76,,4.53
2019,Fall,, Dietrich College of Humanities and Social Sciences,HIS,79104,Y,"NAIR, DEEPA",GLOBAL HISTORIES,Undergraduate,17,11,64.7%,5.55,4.82,4.27,4.64,4.64,4.91,4.82,5.00,4.73,,4.45
2019,Fall,, Dietrich College of Humanities and Social Sciences,HIS,79104,W,"REILLY, BENJAMIN",GLOBAL HISTORIES,Undergraduate,21,13,61.9%,7.08,4.54,4.62,4.62,4.62,4.38,4.46,4.50,4.42,,4.33
